NL:070.21.3,Howard CC- MAC Math Athetic Complex,01, =    ,01,Building A,A71,Stairs 2 SFL-1,20.110,Ceiling/Walls Prime Coat CMU and DW, 5.90 ,,
NL:070.21.3,Howard CC- MAC Math Athetic Complex,01, =    ,01,Building A,A71,Stairs 2 SFL-1,21.120,Walls/Columns 1st. Finish Coat CMU and DW, 7.08 ,,
NL:070.21.3,Howard CC- MAC Math Athetic Complex,01, =    ,01,Building A,A71,Stairs 2 SFL-1,21.130,Walls/Columns 2nd.Finish Coat CMU and DW, 10.11 ,,
NL:070.21.3,Howard CC- MAC Math Athetic Complex,01, =    ,01,Building A,A71,Stairs 2 SFL-1,50.801,Stair Prep Spot Prime, 8.43 ,,
NL:070.21.3,Howard CC- MAC Math Athetic Complex,01, =    ,01,Building A,A71,Stairs 2 SFL-1,50.802,Stair 1st.Finish Coat, 8.43 ,,
NL:070.21.3,Howard CC- MAC Math Athetic Complex,01, =    ,01,Building A,A71,Stairs 2 SFL-1,50.803,Stair 2nd.Finish Coat, 6.32 ,,
NL:070.21.3,Howard CC- MAC Math Athetic Complex,01, =    ,01,Building A,A72,Stairs 3 EL-1,20.110,Ceiling/Walls Prime Coat CMU and DW, 5.90 ,,
NL:070.21.3,Howard CC- MAC Math Athetic Complex,01, =    ,01,Building A,A72,Stairs 3 EL-1,21.120,Walls/Columns 1st. Finish Coat CMU and DW, 7.08 ,,
NL:070.21.3,Howard CC- MAC Math Athetic Complex,01, =    ,01,Building A,A72,Stairs 3 EL-1,21.130,Walls/Columns 2nd.Finish Coat CMU and DW, 10.11 ,,
NL:070.21.3,Howard CC- MAC Math Athetic Complex,01, =    ,01,Building A,A72,Stairs 3 EL-1,50.801,Stair Prep Spot Prime, 8.43 ,,
NL:070.21.3,Howard CC- MAC Math Athetic Complex,01, =    ,01,Building A,A72,Stairs 3 EL-1,50.802,Stair 1st.Finish Coat, 8.43 ,,
NL:070.21.3,Howard CC- MAC Math Athetic Complex,01, =    ,01,Building A,A72,Stairs 3 EL-1,50.803,Stair 2nd.Finish Coat, 6.32 ,,
