NL: 059.20.1,,01,=,01,=,AD01,ADA UNITS,80.110,,10.00
NL: 059.20.1,,01,=,01,=,B2220,Building 2220,20.110,,5.07
NL: 059.20.1,,01,=,01,=,B2220,Building 2220,21.120,,5.07
NL: 059.20.1,,01,=,01,=,B2220,Building 2220,21.130,,5.07
NL: 059.20.1,,01,=,01,=,B2220,Building 2220,50.800,,20.00
NL: 059.20.1,,01,=,01,=,B2224,Building 2224,20.110,,28.93
NL: 059.20.1,,01,=,01,=,B2224,Building 2224,21.120,,28.93
NL: 059.20.1,,01,=,01,=,B2224,Building 2224,21.130,,28.93
NL: 059.20.1,,01,=,01,=,B2224,Building 2224,28.110,,22.00
NL: 059.20.1,,01,=,01,=,B2224,Building 2224,34.110,,21.24
NL: 059.20.1,,01,=,01,=,B2224,Building 2224,50.800,,20.00
NL: 059.20.1,,01,=,01,=,B2225,Building 2225,20.110,,5.07
NL: 059.20.1,,01,=,01,=,B2225,Building 2225,21.120,,5.07
NL: 059.20.1,,01,=,01,=,B2225,Building 2225,21.130,,5.07
NL: 059.20.1,,01,=,01,=,B2225,Building 2225,50.800,,20.00
NL: 059.20.1,,01,=,01,=,B2230,Building 2230,20.110,,10.14
NL: 059.20.1,,01,=,01,=,B2230,Building 2230,21.120,,10.14
NL: 059.20.1,,01,=,01,=,B2230,Building 2230,21.130,,10.14
NL: 059.20.1,,01,=,01,=,B2230,Building 2230,50.800,,20.00
NL: 059.20.1,,01,=,01,=,B2234,Building 2234,20.110,,10.14
NL: 059.20.1,,01,=,01,=,B2234,Building 2234,21.120,,10.14
NL: 059.20.1,,01,=,01,=,B2234,Building 2234,21.130,,10.14
NL: 059.20.1,,01,=,01,=,B2234,Building 2234,50.800,,20.00
NL: 059.20.1,,01,=,01,=,B2235,Building 2235,20.110,,8.15
NL: 059.20.1,,01,=,01,=,B2235,Building 2235,21.120,,8.15
NL: 059.20.1,,01,=,01,=,B2235,Building 2235,21.130,,8.15
NL: 059.20.1,,01,=,01,=,B2235,Building 2235,50.800,,13.33
NL: 059.20.1,,01,=,01,=,B2239,Building 2239,20.110,,8.15
NL: 059.20.1,,01,=,01,=,B2239,Building 2239,21.120,,8.15
NL: 059.20.1,,01,=,01,=,B2239,Building 2239,21.130,,8.15
